"id","kode_prov","nama_prov","kode_kab","id_kab","nama_kab","kode_kec","id_kec","nama_kec","kode_desa","id_desa","nama_desa","klas","kode_sls4","kode_sls6","kdsubsls","id_sls","id_sls6","nama_sls","sls_op","jenis_sls","j_keluarga","tipe_sls","realisasi_clean","realisasi_error","koseka_approved","koseka_unapproved","tagging_wilkerstat","tagging_sangatmiskin","jml_keluarga_tagging","percepatan","updated_at"
"1460","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","2","7101101002","AMBANG I","2","0008","000800","00","71011010020008","7101101002000800","RT 8 DUSUN 4","1","SLS","32","1","37","0","0","37","27","1","37","1","2022-12-15 06:01:18"
"1461","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","2","7101101002","AMBANG I","2","0009","000900","00","71011010020009","7101101002000900","RT 9 DUSUN 5","1","SLS","40","1","0","0","0","0","30","6","34","0","2022-12-15 06:01:18"
"1462","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","2","7101101002","AMBANG I","2","0010","001000","00","71011010020010","7101101002001000","RT 10 DUSUN 5","1","SLS","36","1","0","1","0","0","30","4","39","0","2022-12-15 06:01:18"
"1463","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","3","7101101003","TADOY","2","0001","000100","00","71011010030001","7101101003000100","RT 1 DUSUN 1","1","SLS","20","1","21","0","0","21","17","3","21","3","2022-12-15 06:01:18"
"1464","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","3","7101101003","TADOY","2","0002","000200","00","71011010030002","7101101003000200","RT 2 DUSUN 1","1","SLS","23","1","23","0","0","23","19","0","23","1","2022-12-15 06:01:18"
"1465","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","3","7101101003","TADOY","2","0003","000300","00","71011010030003","7101101003000300","RT 3 DUSUN 2","1","SLS","27","1","22","1","0","22","18","4","23","3","2022-12-15 06:01:18"
"1466","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","3","7101101003","TADOY","2","0004","000400","00","71011010030004","7101101003000400","RT 4 DUSUN 2","1","SLS","42","1","36","0","0","36","26","9","36","3","2022-12-15 06:01:18"
"1467","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","3","7101101003","TADOY","2","0005","000500","00","71011010030005","7101101003000500","RT 5 DUSUN 3","1","SLS","40","1","20","0","0","20","28","2","45","3","2022-12-15 06:01:18"
"1468","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","3","7101101003","TADOY","2","0006","000600","00","71011010030006","7101101003000600","RT 6 DUSUN 3","1","SLS","17","1","16","0","0","16","11","0","16","3","2022-12-15 06:01:18"
"1469","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","3","7101101003","TADOY","2","0007","000700","00","71011010030007","7101101003000700","RT 7 DUSUN 4","1","SLS","46","1","43","0","0","43","37","0","43","3","2022-12-15 06:01:18"
"1470","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","3","7101101003","TADOY","2","0008","000800","00","71011010030008","7101101003000800","RT 8 DUSUN 4","1","SLS","32","1","32","0","0","32","26","10","32","1","2022-12-15 06:01:18"
"1471","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","3","7101101003","TADOY","2","0009","000900","00","71011010030009","7101101003000900","RT 9 DUSUN 5","1","SLS","24","1","0","0","0","0","25","0","27","3","2022-12-15 06:01:18"
"1472","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","3","7101101003","TADOY","2","0010","001000","00","71011010030010","7101101003001000","RT 10 DUSUN 5","1","SLS","54","1","29","0","0","29","21","2","31","3","2022-12-15 06:01:18"
"1473","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","3","7101101003","TADOY","2","0011","001100","00","71011010030011","7101101003001100","RT 11 DUSUN 6","1","SLS","25","1","31","0","0","31","21","0","31","1","2022-12-15 06:01:18"
"1474","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","3","7101101003","TADOY","2","0012","001200","00","71011010030012","7101101003001200","RT 12 DUSUN 6","1","SLS","34","1","39","0","0","39","32","1","40","3","2022-12-15 06:01:18"
"1475","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","3","7101101003","TADOY","2","0013","001300","00","71011010030013","7101101003001300","RT 13 DUSUN 7","1","SLS","11","1","18","0","0","18","11","2","19","3","2022-12-15 06:01:18"
"1476","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","3","7101101003","TADOY","2","0014","001400","00","71011010030014","7101101003001400","RT 14 DUSUN 7","1","SLS","29","1","35","0","0","35","26","1","35","3","2022-12-15 06:01:18"
"1477","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","3","7101101003","TADOY","2","0015","001500","00","71011010030015","7101101003001500","RT 15 DUSUN 8","1","SLS","17","1","20","0","0","20","17","0","20","1","2022-12-15 06:01:18"
"1478","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","3","7101101003","TADOY","2","0016","001600","00","71011010030016","7101101003001600","RT 16 DUSUN 8","1","SLS","63","1","50","0","0","50","64","1","72","3","2022-12-15 06:01:18"
"1479","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","4","7101101004","TADOY I","2","0001","000100","00","71011010040001","7101101004000100","RT 1 DUSUN 1","1","SLS","67","1","0","0","0","0","37","6","44","0","2022-12-15 06:01:18"
"1480","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","4","7101101004","TADOY I","2","0002","000200","00","71011010040002","7101101004000200","RT 2 DUSUN 1","1","SLS","38","1","0","0","0","0","40","2","49","1","2022-12-15 06:01:18"
"1481","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","4","7101101004","TADOY I","2","0003","000300","00","71011010040003","7101101004000300","RT 3 DUSUN 2","1","SLS","54","1","0","0","0","0","37","3","40","0","2022-12-15 06:01:18"
"1482","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","4","7101101004","TADOY I","2","0004","000400","00","71011010040004","7101101004000400","RT 4 DUSUN 2","1","SLS","32","1","0","0","0","0","27","2","31","0","2022-12-15 06:01:18"
"1483","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","4","7101101004","TADOY I","2","0005","000500","00","71011010040005","7101101004000500","RT 5 DUSUN 3","1","SLS","39","1","0","0","0","0","31","2","42","0","2022-12-15 06:01:18"
"1484","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","4","7101101004","TADOY I","2","0006","000600","00","71011010040006","7101101004000600","RT 6 DUSUN 3","1","SLS","30","1","26","0","0","26","23","4","26","1","2022-12-15 06:01:18"
"1485","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","4","7101101004","TADOY I","2","9001","900101","01","71011010049001","7101101004900101","RT 4 DUSUN 4","1","SLS","26","1","23","0","0","23","19","1","23","0","2022-12-15 06:01:18"
"1486","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","4","7101101004","TADOY I","2","9001","900102","02","71011010049001","7101101004900102","RT 4 DUSUN 4","1","SLS","27","1","27","0","0","27","24","0","27","0","2022-12-15 06:01:18"
"1487","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","4","7101101004","TADOY I","2","9002","900201","01","71011010049002","7101101004900201","RT 5 DUSUN 5","1","SLS","30","1","34","0","0","34","27","5","34","0","2022-12-15 06:01:18"
"1488","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","4","7101101004","TADOY I","2","9002","900202","02","71011010049002","7101101004900202","RT 5 DUSUN 5","1","SLS","38","1","24","0","0","24","21","3","24","1","2022-12-15 06:01:18"
"1489","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","4","7101101004","TADOY I","2","9003","900301","01","71011010049003","7101101004900301","RT 6 DUSUN 6","1","SLS","38","1","0","0","0","0","21","0","33","0","2022-12-15 06:01:18"
"1490","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","4","7101101004","TADOY I","2","9003","900302","02","71011010049003","7101101004900302","RT 6 DUSUN 6","1","SLS","51","1","4","0","0","4","25","0","38","0","2022-12-15 06:01:18"
"1491","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","5","7101101005","BOLAANG","2","0001","000100","00","71011010050001","7101101005000100","RT 1 DUSUN 1","1","SLS","79","1","57","0","0","57","43","27","57","1","2022-12-15 06:01:18"
"1492","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","5","7101101005","BOLAANG","2","0002","000200","00","71011010050002","7101101005000200","RT 2 DUSUN 2","1","SLS","59","1","67","0","0","67","49","5","67","0","2022-12-15 06:01:18"
"1493","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","5","7101101005","BOLAANG","2","0003","000300","00","71011010050003","7101101005000300","RT 3 DUSUN 3","1","SLS","44","1","6","0","0","6","33","11","44","0","2022-12-15 06:01:18"
"1494","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","5","7101101005","BOLAANG","2","0004","000400","00","71011010050004","7101101005000400","RT 4 DUSUN 4","1","SLS","31","1","0","0","0","0","24","12","32","0","2022-12-15 06:01:18"
"1495","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","5","7101101005","BOLAANG","2","0005","000500","00","71011010050005","7101101005000500","RT 5 DUSUN 5","1","SLS","37","1","41","0","0","41","29","7","43","1","2022-12-15 06:01:18"
"1496","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","6","7101101006","BANTIK","2","0001","000100","00","71011010060001","7101101006000100","RT 1 DUSUN 1","1","SLS","57","1","0","0","0","0","55","1","67","0","2022-12-15 06:01:18"
"1497","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","6","7101101006","BANTIK","2","0002","000200","00","71011010060002","7101101006000200","RT 2 DUSUN 2","1","SLS","55","1","0","0","0","0","49","4","61","0","2022-12-15 06:01:18"
"1498","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","6","7101101006","BANTIK","2","0003","000300","00","71011010060003","7101101006000300","RT 3 DUSUN 3","1","SLS","71","1","0","0","0","0","48","2","64","0","2022-12-15 06:01:18"
"1499","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","6","7101101006","BANTIK","2","0004","000400","00","71011010060004","7101101006000400","RT 4 DUSUN 4","1","SLS","76","1","65","1","0","65","56","1","66","1","2022-12-15 06:01:18"
"1500","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","6","7101101006","BANTIK","2","0005","000500","00","71011010060005","7101101006000500","RT 5 DUSUN 5","1","SLS","63","1","69","0","0","69","53","10","69","0","2022-12-15 06:01:18"
"1501","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","6","7101101006","BANTIK","2","0006","000600","00","71011010060006","7101101006000600","RT 6 DUSUN 6","1","SLS","68","1","0","0","0","0","68","8","78","0","2022-12-15 06:01:18"
"1502","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","7","7101101007","LOLAN","2","0001","000100","00","71011010070001","7101101007000100","RT 1 DUSUN 1","1","SLS","63","1","15","0","15","0","13","1","15","1","2022-12-15 06:01:18"
"1503","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","7","7101101007","LOLAN","2","0002","000200","00","71011010070002","7101101007000200","RT 2 DUSUN 1","1","SLS","29","1","61","0","0","61","53","0","63","0","2022-12-15 06:01:18"
"1504","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","7","7101101007","LOLAN","2","0003","000300","00","71011010070003","7101101007000300","RT 1 DUSUN 2","1","SLS","40","1","0","0","0","0","19","1","25","0","2022-12-15 06:01:18"
"1505","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","7","7101101007","LOLAN","2","0004","000400","00","71011010070004","7101101007000400","RT 2 DUSUN 2","1","SLS","28","1","40","0","0","40","32","0","40","0","2022-12-15 06:01:18"
"1506","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","7","7101101007","LOLAN","2","0005","000500","00","71011010070005","7101101007000500","RT 1 DUSUN 3","1","SLS","34","1","21","0","0","21","14","0","21","1","2022-12-15 06:01:18"
"1507","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","7","7101101007","LOLAN","2","0006","000600","00","71011010070006","7101101007000600","RT 2 DUSUN 3","1","SLS","11","1","0","0","0","0","26","2","30","0","2022-12-15 06:01:18"
"1508","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","7","7101101007","LOLAN","2","0007","000700","00","71011010070007","7101101007000700","RT 1 DUSUN 4","1","SLS","52","1","0","0","0","0","26","0","35","0","2022-12-15 06:01:18"
"1509","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","7","7101101007","LOLAN","2","0008","000800","00","71011010070008","7101101007000800","RT 2 DUSUN 4","1","SLS","17","1","22","0","0","22","19","3","22","1","2022-12-15 06:01:18"
"1510","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","7","7101101007","LOLAN","2","0009","000900","00","71011010070009","7101101007000900","RT 1 DUSUN 5","1","SLS","25","1","17","1","0","17","19","0","29","0","2022-12-15 06:01:18"
"1511","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","7","7101101007","LOLAN","2","0010","001000","00","71011010070010","7101101007001000","RT 2 DUSUN 5","1","SLS","12","1","24","1","0","24","19","1","25","0","2022-12-15 06:01:18"
"1512","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","7","7101101007","LOLAN","2","0011","001100","00","71011010070011","7101101007001100","RT 1 DUSUN 6","1","SLS","28","1","29","1","0","29","21","2","30","0","2022-12-15 06:01:18"
"1513","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","7","7101101007","LOLAN","2","0012","001200","00","71011010070012","7101101007001200","RT 2 DUSUN 6","1","SLS","22","1","31","1","0","31","26","0","32","1","2022-12-15 06:01:18"
"1514","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","8","7101101008","BOLAANG I","1","0001","000100","00","71011010080001","7101101008000100","RT 1 DUSUN 1","1","SLS","39","1","34","1","0","34","25","0","35","0","2022-12-15 06:01:18"
"1515","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","8","7101101008","BOLAANG I","1","0002","000200","00","71011010080002","7101101008000200","RT 2 DUSUN 1","1","SLS","50","1","45","0","0","45","38","6","48","0","2022-12-15 06:01:18"
"1516","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","8","7101101008","BOLAANG I","1","0003","000300","00","71011010080003","7101101008000300","RT 1 DUSUN 2","1","SLS","39","1","0","0","0","0","27","0","40","0","2022-12-15 06:01:18"
"1517","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","8","7101101008","BOLAANG I","1","0004","000400","00","71011010080004","7101101008000400","RT 2 DUSUN 2","1","SLS","36","1","41","0","0","41","33","1","41","1","2022-12-15 06:01:18"
"1518","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","8","7101101008","BOLAANG I","1","0005","000500","00","71011010080005","7101101008000500","RT 1 DUSUN 3","1","SLS","26","1","0","0","0","0","20","0","26","0","2022-12-15 06:01:18"
"1519","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","8","7101101008","BOLAANG I","1","0006","000600","00","71011010080006","7101101008000600","RT 2 DUSUN 3","1","SLS","42","1","47","0","0","47","35","6","48","0","2022-12-15 06:01:18"
"1520","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","8","7101101008","BOLAANG I","1","0007","000700","00","71011010080007","7101101008000700","RT 1 DUSUN 4","1","SLS","22","1","24","0","0","24","20","2","24","1","2022-12-15 06:01:18"
"1521","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","8","7101101008","BOLAANG I","1","0008","000800","00","71011010080008","7101101008000800","RT 2 DUSUN 4","1","SLS","20","1","27","0","0","27","23","0","27","0","2022-12-15 06:01:18"
"1522","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","8","7101101008","BOLAANG I","1","0009","000900","00","71011010080009","7101101008000900","RT 1 DUSUN 5","1","SLS","26","1","0","0","0","0","32","4","41","0","2022-12-15 06:01:18"
"1523","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","8","7101101008","BOLAANG I","1","0010","001000","00","71011010080010","7101101008001000","RT 2 DUSUN 5","1","SLS","27","1","36","0","0","36","26","0","36","0","2022-12-15 06:01:18"
"1524","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","9","7101101009","LOLAN II","2","0001","000100","00","71011010090001","7101101009000100","DUSUN 1","1","SLS","183","1","57","0","0","57","42","1","57","1","2022-12-15 06:01:18"
"1525","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","9","7101101009","LOLAN II","2","0002","000200","00","71011010090002","7101101009000200","DUSUN 2","1","SLS","28","1","62","0","0","62","50","0","62","3","2022-12-15 06:01:18"
"1526","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","9","7101101009","LOLAN II","2","0003","000300","00","71011010090003","7101101009000300","DUSUN 3","1","SLS","40","1","61","1","0","61","52","3","62","3","2022-12-15 06:01:18"
"1527","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","9","7101101009","LOLAN II","2","0004","000400","00","71011010090004","7101101009000400","DUSUN 4","1","SLS","46","1","79","0","0","79","63","2","79","1","2022-12-15 06:01:18"
"1528","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","9","7101101009","LOLAN II","2","0005","000500","00","71011010090005","7101101009000500","DUSUN 5","1","SLS","54","1","10","1","0","10","53","3","67","3","2022-12-15 06:01:18"
"1529","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","101","7101101","BOLAANG TIMUR","9","7101101009","LOLAN II","2","0006","000600","00","71011010090006","7101101009000600","DUSUN 6","1","SLS","66","1","0","0","0","0","62","0","68","3","2022-12-15 06:01:18"
"1530","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","1","7101110001","BUMBUNG","2","0001","000100","00","71011100010001","7101110001000100","RT 01 DUSUN 1","1","SLS","57","1","11","0","0","11","68","2","95","0","2022-12-15 06:01:18"
"1531","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","1","7101110001","BUMBUNG","2","0002","000200","00","71011100010002","7101110001000200","RT 02 DUSUN 1","1","SLS","51","1","68","1","0","68","54","0","73","1","2022-12-15 06:01:18"
"1532","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","1","7101110001","BUMBUNG","2","0003","000300","00","71011100010003","7101110001000300","RT 03 DUSUN 2","1","SLS","56","1","0","0","0","0","31","0","39","0","2022-12-15 06:01:18"
"1533","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","1","7101110001","BUMBUNG","2","0004","000400","00","71011100010004","7101110001000400","RT 04 DUSUN 2","1","SLS","40","1","0","0","0","0","35","2","43","0","2022-12-15 06:01:18"
"1534","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","1","7101110001","BUMBUNG","2","1001","100100","00","71011100011001","7101110001100100","KEBUN",,"NONSLS",,"3","0","0","0","0",NULL,"0","0","0","2022-12-15 06:01:18"
"1535","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","2","7101110002","BUNTALO","2","0001","000100","00","71011100020001","7101110002000100","RT 01 DUSUN 1","1","SLS","58","1","4","0","0","4","39","7","49","0","2022-12-15 06:01:18"
"1536","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","2","7101110002","BUNTALO","2","0002","000200","00","71011100020002","7101110002000200","RT 02 DUSUN 1","1","SLS","43","1","42","0","0","42","39","1","46","1","2022-12-15 06:01:18"
"1537","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","2","7101110002","BUNTALO","2","0003","000300","00","71011100020003","7101110002000300","RT 03 DUSUN 2","1","SLS","30","1","0","0","0","0","24","1","30","0","2022-12-15 06:01:18"
"1538","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","2","7101110002","BUNTALO","2","0004","000400","00","71011100020004","7101110002000400","RT 04 DUSUN 2","1","SLS","40","1","0","0","0","0","31","0","41","0","2022-12-15 06:01:18"
"1539","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","2","7101110002","BUNTALO","2","0005","000500","00","71011100020005","7101110002000500","RT 05 DUSUN 3","1","SLS","27","1","27","1","0","27","21","4","29","1","2022-12-15 06:01:18"
"1540","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","2","7101110002","BUNTALO","2","0006","000600","00","71011100020006","7101110002000600","RT 06 DUSUN 3","1","SLS","33","1","0","0","0","0","28","3","35","0","2022-12-15 06:01:18"
"1541","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","2","7101110002","BUNTALO","2","0007","000700","00","71011100020007","7101110002000700","RT 07 DUSUN 4","1","SLS","34","1","0","0","0","0","27","7","41","0","2022-12-15 06:01:18"
"1542","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","2","7101110002","BUNTALO","2","0008","000800","00","71011100020008","7101110002000800","RT 08 DUSUN 4","1","SLS","31","1","0","0","0","0","27","6","36","0","2022-12-15 06:01:18"
"1543","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","3","7101110003","TOTABUAN","2","0001","000100","00","71011100030001","7101110003000100","RT 01 DUSUN 1","1","SLS","44","1","55","0","0","55","50","0","55","1","2022-12-15 06:01:18"
"1544","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","3","7101110003","TOTABUAN","2","0002","000200","00","71011100030002","7101110003000200","RT 02 DUSUN 1","1","SLS","30","1","35","0","0","35","29","0","35","0","2022-12-15 06:01:18"
"1545","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","3","7101110003","TOTABUAN","2","0003","000300","00","71011100030003","7101110003000300","RT 03 DUSUN 2","1","SLS","51","1","6","16","0","6","34","0","39","0","2022-12-15 06:01:18"
"1546","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","3","7101110003","TOTABUAN","2","0004","000400","00","71011100030004","7101110003000400","RT 04 DUSUN 2","1","SLS","47","1","0","0","0","0","47","1","52","0","2022-12-15 06:01:18"
"1547","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","3","7101110003","TOTABUAN","2","0005","000500","00","71011100030005","7101110003000500","RT 05 DUSUN 3","1","SLS","41","1","32","1","0","32","40","0","46","1","2022-12-15 06:01:18"
"1548","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","3","7101110003","TOTABUAN","2","0006","000600","00","71011100030006","7101110003000600","RT 06 DUSUN 3","1","SLS","55","1","0","0","0","0","42","0","50","0","2022-12-15 06:01:18"
"1549","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","3","7101110003","TOTABUAN","2","1001","100100","00","71011100031001","7101110003100100","KEBUN",,"NONSLS",,"3","0","0","0","0",NULL,"0","0","0","2022-12-15 06:01:18"
"1550","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","4","7101110004","SOLOG","2","0001","000100","00","71011100040001","7101110004000100","RT 01 DUSUN 1","1","SLS","69","1","0","0","0","0","43","0","61","0","2022-12-15 06:01:18"
"1551","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","4","7101110004","SOLOG","2","0002","000200","00","71011100040002","7101110004000200","RT 02 DUSUN 1","1","SLS","66","1","69","1","0","69","53","0","69","1","2022-12-15 06:01:18"
"1552","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","4","7101110004","SOLOG","2","0003","000300","00","71011100040003","7101110004000300","RT 03 DUSUN 2","1","SLS","54","1","0","0","0","0","42","0","63","0","2022-12-15 06:01:18"
"1553","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","4","7101110004","SOLOG","2","0004","000400","00","71011100040004","7101110004000400","RT 04 DUSUN 2","1","SLS","37","1","0","1","0","0","65","0","85","0","2022-12-15 06:01:18"
"1554","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","4","7101110004","SOLOG","2","0005","000500","00","71011100040005","7101110004000500","RT 05 DUSUN 3","1","SLS","53","1","50","0","0","50","39","1","50","0","2022-12-15 06:01:18"
"1555","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","4","7101110004","SOLOG","2","0006","000600","00","71011100040006","7101110004000600","RT 06 DUSUN 3","1","SLS","82","1","65","31","0","65","76","11","95","1","2022-12-15 06:01:18"
"1556","71","SULAWESI UTARA","1","7101","BOLAANG MONGONDOW","110","7101110","LOLAK","4","7101110004","SOLOG","2","0007","000700","00","71011100040007","7101110004000700","RT 07 DUSUN 4","1","SLS","50","1","41","0","0","41","30","0","41","0","2022-12-15 06:01:18"
